#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Meitene tikām runāja vēl ātrāk, - dzirdēju viņas balsi, drusku vienmuļu, apsūbējušu, ar tādu kā taisnošanās intonāciju, sasprindzināju dzirdi, taču ne vārda nevarēju atšķirt.
1-12	56-62	drusku	_	_	_	_	_	_	_	_	_	_	_	_	r0q	drusku	_	_	advmod	basic	1-13	
1-13	63-71	vienmuļu	Masc	Sing	Acc	Pos	*	*	*	*	*	Case=Acc\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsanp	vienmuļš	_	_	acl	basic	1-10	
1-14	71-72	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-15	
1-15	73-83	apsūbējušu	Fem	Sing	Acc	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Acc\|Definite=Ind\|Degree=Pos\|Gender=Fem\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfsaasnpn	apsūbēt	_	_	conj	basic	1-13	
1-16	83-84	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-21	
1-17	85-87	ar	_	_	_	_	_	_	_	_	_	_	_	_	spsa	ar	_	_	case	basic	1-21	
1-18	88-92	tādu	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing\|PronType=Dem	*	*	pd0fsan	tāda	_	_	det	basic	1-21	
1-19	93-95	kā	_	_	_	_	_	_	_	_	_	_	_	_	cs	kā	_	_	fixed	basic	1-18	
1-20	96-107	taisnošanās	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsgr	taisnošanās	_	_	nmod	basic	1-21	
1-21	108-118	intonāciju	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	intonācija	_	_	conj	basic	1-13	
1-22	118-119	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-23	
1-23	120-134	sasprindzināju	*	Sing	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Sing\|Person=1\|Polarity=Pos\|Tense=Past\|VerbForm=Fin\|Voice=Act	1	*	vmnist31san	sasprindzināt	_	_	conj	basic	1-8	
1-24	135-141	dzirdi	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa5	dzirde	_	_	obj	basic	1-23	
1-25	141-142	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-29	
1-26	143-147	taču	_	_	_	_	_	_	_	_	_	_	_	_	cc	taču	_	_	cc	basic	1-29	
1-27	148-150	ne	_	_	_	_	_	_	_	_	_	_	_	_	q	ne	_	_	discourse	basic	1-28	
1-28	151-156	vārda	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	vārds	_	_	iobj	basic	1-30	
1-29	157-165	nevarēju	*	Sing	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Sing\|Person=1\|Polarity=Neg\|Tense=Past\|VerbForm=Fin\|Voice=Act	1	*	vonist31say	nevarēt	_	_	conj	basic	1-8	
1-30	166-173	atšķirt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t1000n	atšķirt	_	_	xcomp	basic	1-29	
1-31	173-174	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	_	_	punct	basic	1-3	
